row_index,title,peeled_title,normalized_title,noise_removed,token_count,role_hits,domain_hits,noise_hits,occupation_signal,penalty_signal,net_signal,decision,matched_rules
"5702","COMMUNITY & EVENTS COORDINATOR","COMMUNITY & EVENTS COORDINATOR","community events coordinator","no","3","coordinator","","","0.840","0.000","0.840","help","role_head:coordinator"
"5703","Jurist","Jurist","jurist","no","1","jurist","","","0.900","0.000","0.900","help","role_head:jurist"
"5704","Lacatus mecanic asamblare","Lacatus mecanic asamblare","lacatus mecanic asamblare","no","3","mecanic","","","0.900","0.000","0.900","help","role_head:mecanic"
"5705","Electrician întreţinere şi reparaţii - Acăţari,jud.Mures","Electrician întreţinere şi reparaţii","electrician intretinere si reparatii","yes","7","electrician|electrician intretinere","","","1.000","0.000","1.000","help","role_head:electrician|role_phrase:electrician intretinere"
"5706","Operator calculator - Magazin Online","Operator calculator Magazin Online","operator calculator magazin online","yes","4","operator","","","0.900","0.000","0.900","help","role_head:operator"
"5707","Consilier de vânzări (m/f)","Consilier de vânzări","consilier de vanzari","yes","5","","vanzari","","0.585","0.000","0.585","neutral","domain_modifier:vanzari"
"5708","TEHNICIAN-ALPINIST TELECOMUNICATII","TEHNICIAN-ALPINIST TELECOMUNICATII","tehnician alpinist telecomunicatii","no","3","tehnician","","","0.950","0.000","0.950","help","role_head:tehnician"
"5709","Manager Resurse Umane","Manager Resurse Umane","manager resurse umane","no","3","manager","","","0.900","0.000","0.900","help","role_head:manager"
"5710","Electrician -Tehnician retele echipamente electrice,date-voce","Electrician -Tehnician retele echipamente electrice,date-voce","electrician tehnician retele echipamente electrice date voce","no","7","tehnician|electrician","","","1.000","0.000","1.000","help","role_head:tehnician|role_head:electrician"
"5711","Consultant Vanzari - Mobexpert Baia Mare","Consultant Vanzari Mobexpert Baia Mare","consultant vanzari mobexpert baia mare","yes","5","consultant","vanzari","","1.000","0.000","1.000","help","role_head:consultant|domain_modifier:vanzari"
"5712","Specialist management deplasări, secretariat, registratură","Specialist management deplasări, secretariat, registratură","specialist management deplasari secretariat registratura","no","5","specialist","","","0.920","0.000","0.920","help","role_head:specialist"
"5713","QUALITY PLANNING ENGINER","QUALITY PLANNING ENGINER","quality planning enginer","no","3","enginer","quality|planning","","1.000","0.000","1.000","help","role_head:enginer|domain_modifier:quality|domain_modifier:planning"
"5714","Inginer proiectant instalații","Inginer proiectant instalații","inginer proiectant instalatii","no","3","inginer","","","0.960","0.000","0.960","help","role_head:inginer"
"5715","Customer Agent with English and Irish understanding","Customer Agent with English and Irish understanding","customer agent with english and irish understanding","no","7","agent","","","0.820","0.000","0.820","help","role_head:agent"
"5716","Asistent Medical Generalist Sectie Chirurgie generală","Asistent Medical Generalist Sectie Chirurgie generală","asistent medical generalist sectie chirurgie generala","no","6","asistent","","","0.800","0.000","0.800","help","role_head:asistent"
"5717","Asistent Manager Flota & Administrativ","Asistent Manager Flota & Administrativ","asistent manager flota administrativ","no","4","manager|asistent|asistent manager","","","1.000","0.000","1.000","help","role_head:manager|role_head:asistent|role_phrase:asistent manager"
"5718","Senior Specialist Aprovizionare (Piese de Schimb) OTOPENI","Senior Specialist Aprovizionare OTOPENI","senior specialist aprovizionare otopeni","yes","7","specialist|specialist aprovizionare","aprovizionare","senior","1.000","0.720","0.280","neutral","role_head:specialist|generic_noise:senior|domain_modifier:aprovizionare|role_phrase:specialist aprovizionare"
"5719","Contabil","Contabil","contabil","no","1","contabil","","","0.880","0.000","0.880","help","role_head:contabil"
"5720","Antrenor / instructor pentru gimnastica ritmica","Antrenor instructor pentru gimnastica ritmica","antrenor instructor pentru gimnastica ritmica","yes","5","instructor|antrenor","","","1.000","0.000","1.000","help","role_head:instructor|role_head:antrenor|generic_phrase:gimnastica ritmica"
"5721","Vopsitor industrial - 2 schimburi","Vopsitor industrial","vopsitor industrial","yes","4","vopsitor","industrial","","1.000","0.000","1.000","help","role_head:vopsitor|domain_modifier:industrial"
"5722","ELECTRICIENI MEDIE SI INALTA TENSIUNE SI ELECTROMECANICI","ELECTRICIENI MEDIE SI INALTA TENSIUNE SI ELECTROMECANICI","electricieni medie si inalta tensiune si electromecanici","no","7","electricieni|electromecanici","","","1.000","0.000","1.000","help","role_head:electricieni|role_head:electromecanici"
"5723","ȘEF DE ȘANTIER REABILITARE REȚELE TERMICE","ȘEF DE ȘANTIER REABILITARE REȚELE TERMICE","sef de santier reabilitare retele termice","no","6","sef","","","0.760","0.000","0.760","help","role_head:sef"
"5724","Mecanic utilaje industriale - Acăţari,jud.Mures","Mecanic utilaje industriale","mecanic utilaje industriale","yes","6","mecanic","utilaje","","1.000","0.000","1.000","help","role_head:mecanic|domain_modifier:utilaje"
"5725","Tehnician constructor","Tehnician constructor","tehnician constructor","no","2","tehnician","","","0.950","0.000","0.950","help","role_head:tehnician"
"5726","Product Manager - Coffee & Dry Food","Product Manager Coffee & Dry Food","product manager coffee dry food","yes","5","manager","","","0.900","0.000","0.900","help","role_head:manager"
"5727","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"5728","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"5729","Tehnician Mentenanta (Electrician)","Tehnician Mentenanta","tehnician mentenanta","yes","3","tehnician|tehnician mentenanta","mentenanta","","1.000","0.000","1.000","help","role_head:tehnician|domain_modifier:mentenanta|role_phrase:tehnician mentenanta"
"5730","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"5731","Inginer calitate","Inginer calitate","inginer calitate","no","2","inginer","","","0.960","0.000","0.960","help","role_head:inginer"
"5732","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"5733","Electrician montator de instalatii automatizate","Electrician montator de instalatii automatizate","electrician montator de instalatii automatizate","no","5","electrician","","","0.900","0.000","0.900","help","role_head:electrician"
"5734","Lucrător Depozit – Galati - Travel Free","Lucrător Depozit Travel Free","lucrator depozit travel free","yes","5","lucrator|lucrator depozit","depozit","","1.000","0.000","1.000","help","role_head:lucrator|domain_modifier:depozit|role_phrase:lucrator depozit"
"5735","Stivuitorist","Stivuitorist","stivuitorist","no","1","stivuitorist","","","0.880","0.000","0.880","help","role_head:stivuitorist"
"5736","Educator-Puericultor - Bucuresti","Educator-Puericultor","educator puericultor","yes","3","educator|puericultor","","","1.000","0.000","1.000","help","role_head:educator|role_head:puericultor"
"5737","COLECTOR CREANTE DEBITE - DEPARTAMENT SALES SUPPORT","COLECTOR CREANTE DEBITE DEPARTAMENT SALES SUPPORT","colector creante debite departament sales support","yes","6","colector","creante|debite","","1.000","0.000","1.000","help","role_head:colector|domain_modifier:creante|domain_modifier:debite|generic_phrase:sales support|generic_phrase:departament sales support"
"5738","Asistent vânzări","Asistent vânzări","asistent vanzari","no","2","asistent","vanzari","","1.000","0.000","1.000","help","role_head:asistent|domain_modifier:vanzari"
"5739","Specialist planificare/ logistica","Specialist planificare/ logistica","specialist planificare logistica","no","3","specialist","logistica","","1.000","0.000","1.000","help","role_head:specialist|domain_modifier:logistica"
"5740","Asistent Medical Generalist/ Kinetoterapeut/ Cosmetician","Asistent Medical Generalist/ Kinetoterapeut/ Cosmetician","asistent medical generalist kinetoterapeut cosmetician","no","5","asistent","","","0.800","0.000","0.800","help","role_head:asistent"
"5741","Reprezentant Tehnic si Receptioner Tura de Noapte","Reprezentant Tehnic si Receptioner Tura de Noapte","reprezentant tehnic si receptioner tura de noapte","no","7","reprezentant","","","0.840","0.000","0.840","help","role_head:reprezentant"
"5742","COMMUNITY & EVENTS COORDINATOR","COMMUNITY & EVENTS COORDINATOR","community events coordinator","no","3","coordinator","","","0.840","0.000","0.840","help","role_head:coordinator"
"5743","Jurist","Jurist","jurist","no","1","jurist","","","0.900","0.000","0.900","help","role_head:jurist"
"5744","Lacatus mecanic asamblare","Lacatus mecanic asamblare","lacatus mecanic asamblare","no","3","mecanic","","","0.900","0.000","0.900","help","role_head:mecanic"
"5745","Electrician întreţinere şi reparaţii - Acăţari,jud.Mures","Electrician întreţinere şi reparaţii","electrician intretinere si reparatii","yes","7","electrician|electrician intretinere","","","1.000","0.000","1.000","help","role_head:electrician|role_phrase:electrician intretinere"
"5746","Operator calculator - Magazin Online","Operator calculator Magazin Online","operator calculator magazin online","yes","4","operator","","","0.900","0.000","0.900","help","role_head:operator"
"5747","Consilier de vânzări (m/f)","Consilier de vânzări","consilier de vanzari","yes","5","","vanzari","","0.585","0.000","0.585","neutral","domain_modifier:vanzari"
"5748","TEHNICIAN-ALPINIST TELECOMUNICATII","TEHNICIAN-ALPINIST TELECOMUNICATII","tehnician alpinist telecomunicatii","no","3","tehnician","","","0.950","0.000","0.950","help","role_head:tehnician"
"5749","Manager Resurse Umane","Manager Resurse Umane","manager resurse umane","no","3","manager","","","0.900","0.000","0.900","help","role_head:manager"
"5750","Electrician -Tehnician retele echipamente electrice,date-voce","Electrician -Tehnician retele echipamente electrice,date-voce","electrician tehnician retele echipamente electrice date voce","no","7","tehnician|electrician","","","1.000","0.000","1.000","help","role_head:tehnician|role_head:electrician"
"5751","Consultant Vanzari - Mobexpert Baia Mare","Consultant Vanzari Mobexpert Baia Mare","consultant vanzari mobexpert baia mare","yes","5","consultant","vanzari","","1.000","0.000","1.000","help","role_head:consultant|domain_modifier:vanzari"
"5752","Specialist management deplasări, secretariat, registratură","Specialist management deplasări, secretariat, registratură","specialist management deplasari secretariat registratura","no","5","specialist","","","0.920","0.000","0.920","help","role_head:specialist"
"5753","QUALITY PLANNING ENGINER","QUALITY PLANNING ENGINER","quality planning enginer","no","3","enginer","quality|planning","","1.000","0.000","1.000","help","role_head:enginer|domain_modifier:quality|domain_modifier:planning"
"5754","Inginer proiectant instalații","Inginer proiectant instalații","inginer proiectant instalatii","no","3","inginer","","","0.960","0.000","0.960","help","role_head:inginer"
"5755","Customer Agent with English and Irish understanding","Customer Agent with English and Irish understanding","customer agent with english and irish understanding","no","7","agent","","","0.820","0.000","0.820","help","role_head:agent"
"5756","Asistent Medical Generalist Sectie Chirurgie generală","Asistent Medical Generalist Sectie Chirurgie generală","asistent medical generalist sectie chirurgie generala","no","6","asistent","","","0.800","0.000","0.800","help","role_head:asistent"
"5757","Asistent Manager Flota & Administrativ","Asistent Manager Flota & Administrativ","asistent manager flota administrativ","no","4","manager|asistent|asistent manager","","","1.000","0.000","1.000","help","role_head:manager|role_head:asistent|role_phrase:asistent manager"
"5758","Senior Specialist Aprovizionare (Piese de Schimb) OTOPENI","Senior Specialist Aprovizionare OTOPENI","senior specialist aprovizionare otopeni","yes","7","specialist|specialist aprovizionare","aprovizionare","senior","1.000","0.720","0.280","neutral","role_head:specialist|generic_noise:senior|domain_modifier:aprovizionare|role_phrase:specialist aprovizionare"
"5759","Contabil","Contabil","contabil","no","1","contabil","","","0.880","0.000","0.880","help","role_head:contabil"
"5760","Antrenor / instructor pentru gimnastica ritmica","Antrenor instructor pentru gimnastica ritmica","antrenor instructor pentru gimnastica ritmica","yes","5","instructor|antrenor","","","1.000","0.000","1.000","help","role_head:instructor|role_head:antrenor|generic_phrase:gimnastica ritmica"
"5761","Vopsitor industrial - 2 schimburi","Vopsitor industrial","vopsitor industrial","yes","4","vopsitor","industrial","","1.000","0.000","1.000","help","role_head:vopsitor|domain_modifier:industrial"
"5762","ELECTRICIENI MEDIE SI INALTA TENSIUNE SI ELECTROMECANICI","ELECTRICIENI MEDIE SI INALTA TENSIUNE SI ELECTROMECANICI","electricieni medie si inalta tensiune si electromecanici","no","7","electricieni|electromecanici","","","1.000","0.000","1.000","help","role_head:electricieni|role_head:electromecanici"
"5763","ȘEF DE ȘANTIER REABILITARE REȚELE TERMICE","ȘEF DE ȘANTIER REABILITARE REȚELE TERMICE","sef de santier reabilitare retele termice","no","6","sef","","","0.760","0.000","0.760","help","role_head:sef"
"5764","Mecanic utilaje industriale - Acăţari,jud.Mures","Mecanic utilaje industriale","mecanic utilaje industriale","yes","6","mecanic","utilaje","","1.000","0.000","1.000","help","role_head:mecanic|domain_modifier:utilaje"
"5765","Tehnician constructor","Tehnician constructor","tehnician constructor","no","2","tehnician","","","0.950","0.000","0.950","help","role_head:tehnician"
"5766","Product Manager - Coffee & Dry Food","Product Manager Coffee & Dry Food","product manager coffee dry food","yes","5","manager","","","0.900","0.000","0.900","help","role_head:manager"
"5767","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"5768","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"5769","Tehnician Mentenanta (Electrician)","Tehnician Mentenanta","tehnician mentenanta","yes","3","tehnician|tehnician mentenanta","mentenanta","","1.000","0.000","1.000","help","role_head:tehnician|domain_modifier:mentenanta|role_phrase:tehnician mentenanta"
"5770","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"5771","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"5772","Inginer calitate","Inginer calitate","inginer calitate","no","2","inginer","","","0.960","0.000","0.960","help","role_head:inginer"
"5773","Electrician montator de instalatii automatizate","Electrician montator de instalatii automatizate","electrician montator de instalatii automatizate","no","5","electrician","","","0.900","0.000","0.900","help","role_head:electrician"
"5774","Lucrător Depozit – Galati - Travel Free","Lucrător Depozit Travel Free","lucrator depozit travel free","yes","5","lucrator|lucrator depozit","depozit","","1.000","0.000","1.000","help","role_head:lucrator|domain_modifier:depozit|role_phrase:lucrator depozit"
"5775","Stivuitorist","Stivuitorist","stivuitorist","no","1","stivuitorist","","","0.880","0.000","0.880","help","role_head:stivuitorist"
"5776","Educator-Puericultor - Bucuresti","Educator-Puericultor","educator puericultor","yes","3","educator|puericultor","","","1.000","0.000","1.000","help","role_head:educator|role_head:puericultor"
"5777","COLECTOR CREANTE DEBITE - DEPARTAMENT SALES SUPPORT","COLECTOR CREANTE DEBITE DEPARTAMENT SALES SUPPORT","colector creante debite departament sales support","yes","6","colector","creante|debite","","1.000","0.000","1.000","help","role_head:colector|domain_modifier:creante|domain_modifier:debite|generic_phrase:sales support|generic_phrase:departament sales support"
"5778","Asistent vânzări","Asistent vânzări","asistent vanzari","no","2","asistent","vanzari","","1.000","0.000","1.000","help","role_head:asistent|domain_modifier:vanzari"
"5779","Specialist planificare/ logistica","Specialist planificare/ logistica","specialist planificare logistica","no","3","specialist","logistica","","1.000","0.000","1.000","help","role_head:specialist|domain_modifier:logistica"
"5780","Asistent Medical Generalist/ Kinetoterapeut/ Cosmetician","Asistent Medical Generalist/ Kinetoterapeut/ Cosmetician","asistent medical generalist kinetoterapeut cosmetician","no","5","asistent","","","0.800","0.000","0.800","help","role_head:asistent"
"5781","Reprezentant Tehnic si Receptioner Tura de Noapte","Reprezentant Tehnic si Receptioner Tura de Noapte","reprezentant tehnic si receptioner tura de noapte","no","7","reprezentant","","","0.840","0.000","0.840","help","role_head:reprezentant"
"5782","COMMUNITY & EVENTS COORDINATOR","COMMUNITY & EVENTS COORDINATOR","community events coordinator","no","3","coordinator","","","0.840","0.000","0.840","help","role_head:coordinator"
"5783","Jurist","Jurist","jurist","no","1","jurist","","","0.900","0.000","0.900","help","role_head:jurist"
"5784","Lacatus mecanic asamblare","Lacatus mecanic asamblare","lacatus mecanic asamblare","no","3","mecanic","","","0.900","0.000","0.900","help","role_head:mecanic"
"5785","Electrician întreţinere şi reparaţii - Acăţari,jud.Mures","Electrician întreţinere şi reparaţii","electrician intretinere si reparatii","yes","7","electrician|electrician intretinere","","","1.000","0.000","1.000","help","role_head:electrician|role_phrase:electrician intretinere"
"5786","Operator calculator - Magazin Online","Operator calculator Magazin Online","operator calculator magazin online","yes","4","operator","","","0.900","0.000","0.900","help","role_head:operator"
"5787","Consilier de vânzări (m/f)","Consilier de vânzări","consilier de vanzari","yes","5","","vanzari","","0.585","0.000","0.585","neutral","domain_modifier:vanzari"
"5788","TEHNICIAN-ALPINIST TELECOMUNICATII","TEHNICIAN-ALPINIST TELECOMUNICATII","tehnician alpinist telecomunicatii","no","3","tehnician","","","0.950","0.000","0.950","help","role_head:tehnician"
"5789","Manager Resurse Umane","Manager Resurse Umane","manager resurse umane","no","3","manager","","","0.900","0.000","0.900","help","role_head:manager"
"5790","Electrician -Tehnician retele echipamente electrice,date-voce","Electrician -Tehnician retele echipamente electrice,date-voce","electrician tehnician retele echipamente electrice date voce","no","7","tehnician|electrician","","","1.000","0.000","1.000","help","role_head:tehnician|role_head:electrician"
"5791","Consultant Vanzari - Mobexpert Baia Mare","Consultant Vanzari Mobexpert Baia Mare","consultant vanzari mobexpert baia mare","yes","5","consultant","vanzari","","1.000","0.000","1.000","help","role_head:consultant|domain_modifier:vanzari"
"5792","Specialist management deplasări, secretariat, registratură","Specialist management deplasări, secretariat, registratură","specialist management deplasari secretariat registratura","no","5","specialist","","","0.920","0.000","0.920","help","role_head:specialist"
"5793","QUALITY PLANNING ENGINER","QUALITY PLANNING ENGINER","quality planning enginer","no","3","enginer","quality|planning","","1.000","0.000","1.000","help","role_head:enginer|domain_modifier:quality|domain_modifier:planning"
"5794","Inginer proiectant instalații","Inginer proiectant instalații","inginer proiectant instalatii","no","3","inginer","","","0.960","0.000","0.960","help","role_head:inginer"
"5795","Customer Agent with English and Irish understanding","Customer Agent with English and Irish understanding","customer agent with english and irish understanding","no","7","agent","","","0.820","0.000","0.820","help","role_head:agent"
"5796","Asistent Medical Generalist Sectie Chirurgie generală","Asistent Medical Generalist Sectie Chirurgie generală","asistent medical generalist sectie chirurgie generala","no","6","asistent","","","0.800","0.000","0.800","help","role_head:asistent"
"5797","Asistent Manager Flota & Administrativ","Asistent Manager Flota & Administrativ","asistent manager flota administrativ","no","4","manager|asistent|asistent manager","","","1.000","0.000","1.000","help","role_head:manager|role_head:asistent|role_phrase:asistent manager"
"5798","Senior Specialist Aprovizionare (Piese de Schimb) OTOPENI","Senior Specialist Aprovizionare OTOPENI","senior specialist aprovizionare otopeni","yes","7","specialist|specialist aprovizionare","aprovizionare","senior","1.000","0.720","0.280","neutral","role_head:specialist|generic_noise:senior|domain_modifier:aprovizionare|role_phrase:specialist aprovizionare"
"5799","Contabil","Contabil","contabil","no","1","contabil","","","0.880","0.000","0.880","help","role_head:contabil"
"5800","Antrenor / instructor pentru gimnastica ritmica","Antrenor instructor pentru gimnastica ritmica","antrenor instructor pentru gimnastica ritmica","yes","5","instructor|antrenor","","","1.000","0.000","1.000","help","role_head:instructor|role_head:antrenor|generic_phrase:gimnastica ritmica"
"5801","Vopsitor industrial - 2 schimburi","Vopsitor industrial","vopsitor industrial","yes","4","vopsitor","industrial","","1.000","0.000","1.000","help","role_head:vopsitor|domain_modifier:industrial"
"5802","ELECTRICIENI MEDIE SI INALTA TENSIUNE SI ELECTROMECANICI","ELECTRICIENI MEDIE SI INALTA TENSIUNE SI ELECTROMECANICI","electricieni medie si inalta tensiune si electromecanici","no","7","electricieni|electromecanici","","","1.000","0.000","1.000","help","role_head:electricieni|role_head:electromecanici"
"5803","ȘEF DE ȘANTIER REABILITARE REȚELE TERMICE","ȘEF DE ȘANTIER REABILITARE REȚELE TERMICE","sef de santier reabilitare retele termice","no","6","sef","","","0.760","0.000","0.760","help","role_head:sef"
"5804","Mecanic utilaje industriale - Acăţari,jud.Mures","Mecanic utilaje industriale","mecanic utilaje industriale","yes","6","mecanic","utilaje","","1.000","0.000","1.000","help","role_head:mecanic|domain_modifier:utilaje"
"5805","Tehnician constructor","Tehnician constructor","tehnician constructor","no","2","tehnician","","","0.950","0.000","0.950","help","role_head:tehnician"
"5806","Product Manager - Coffee & Dry Food","Product Manager Coffee & Dry Food","product manager coffee dry food","yes","5","manager","","","0.900","0.000","0.900","help","role_head:manager"
"5807","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"5808","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"5809","Tehnician Mentenanta (Electrician)","Tehnician Mentenanta","tehnician mentenanta","yes","3","tehnician|tehnician mentenanta","mentenanta","","1.000","0.000","1.000","help","role_head:tehnician|domain_modifier:mentenanta|role_phrase:tehnician mentenanta"
"5810","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"5811","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"5812","Inginer calitate","Inginer calitate","inginer calitate","no","2","inginer","","","0.960","0.000","0.960","help","role_head:inginer"
"5813","Electrician montator de instalatii automatizate","Electrician montator de instalatii automatizate","electrician montator de instalatii automatizate","no","5","electrician","","","0.900","0.000","0.900","help","role_head:electrician"
"5814","Stivuitorist","Stivuitorist","stivuitorist","no","1","stivuitorist","","","0.880","0.000","0.880","help","role_head:stivuitorist"
"5815","Lucrător Depozit – Galati - Travel Free","Lucrător Depozit Travel Free","lucrator depozit travel free","yes","5","lucrator|lucrator depozit","depozit","","1.000","0.000","1.000","help","role_head:lucrator|domain_modifier:depozit|role_phrase:lucrator depozit"
"5816","Educator-Puericultor - Bucuresti","Educator-Puericultor","educator puericultor","yes","3","educator|puericultor","","","1.000","0.000","1.000","help","role_head:educator|role_head:puericultor"
"5817","COLECTOR CREANTE DEBITE - DEPARTAMENT SALES SUPPORT","COLECTOR CREANTE DEBITE DEPARTAMENT SALES SUPPORT","colector creante debite departament sales support","yes","6","colector","creante|debite","","1.000","0.000","1.000","help","role_head:colector|domain_modifier:creante|domain_modifier:debite|generic_phrase:sales support|generic_phrase:departament sales support"
"5818","Asistent vânzări","Asistent vânzări","asistent vanzari","no","2","asistent","vanzari","","1.000","0.000","1.000","help","role_head:asistent|domain_modifier:vanzari"
"5819","Specialist planificare/ logistica","Specialist planificare/ logistica","specialist planificare logistica","no","3","specialist","logistica","","1.000","0.000","1.000","help","role_head:specialist|domain_modifier:logistica"
"5820","Asistent Medical Generalist/ Kinetoterapeut/ Cosmetician","Asistent Medical Generalist/ Kinetoterapeut/ Cosmetician","asistent medical generalist kinetoterapeut cosmetician","no","5","asistent","","","0.800","0.000","0.800","help","role_head:asistent"
"5821","COMMUNITY & EVENTS COORDINATOR","COMMUNITY & EVENTS COORDINATOR","community events coordinator","no","3","coordinator","","","0.840","0.000","0.840","help","role_head:coordinator"
"5822","Reprezentant Tehnic si Receptioner Tura de Noapte","Reprezentant Tehnic si Receptioner Tura de Noapte","reprezentant tehnic si receptioner tura de noapte","no","7","reprezentant","","","0.840","0.000","0.840","help","role_head:reprezentant"
"5823","Jurist","Jurist","jurist","no","1","jurist","","","0.900","0.000","0.900","help","role_head:jurist"
"5824","Lacatus mecanic asamblare","Lacatus mecanic asamblare","lacatus mecanic asamblare","no","3","mecanic","","","0.900","0.000","0.900","help","role_head:mecanic"
"5825","Electrician întreţinere şi reparaţii - Acăţari,jud.Mures","Electrician întreţinere şi reparaţii","electrician intretinere si reparatii","yes","7","electrician|electrician intretinere","","","1.000","0.000","1.000","help","role_head:electrician|role_phrase:electrician intretinere"
"5826","Operator calculator - Magazin Online","Operator calculator Magazin Online","operator calculator magazin online","yes","4","operator","","","0.900","0.000","0.900","help","role_head:operator"
"5827","Consilier de vânzări (m/f)","Consilier de vânzări","consilier de vanzari","yes","5","","vanzari","","0.585","0.000","0.585","neutral","domain_modifier:vanzari"
"5828","TEHNICIAN-ALPINIST TELECOMUNICATII","TEHNICIAN-ALPINIST TELECOMUNICATII","tehnician alpinist telecomunicatii","no","3","tehnician","","","0.950","0.000","0.950","help","role_head:tehnician"
"5829","Manager Resurse Umane","Manager Resurse Umane","manager resurse umane","no","3","manager","","","0.900","0.000","0.900","help","role_head:manager"
"5830","Electrician -Tehnician retele echipamente electrice,date-voce","Electrician -Tehnician retele echipamente electrice,date-voce","electrician tehnician retele echipamente electrice date voce","no","7","tehnician|electrician","","","1.000","0.000","1.000","help","role_head:tehnician|role_head:electrician"
"5831","Consultant Vanzari - Mobexpert Baia Mare","Consultant Vanzari Mobexpert Baia Mare","consultant vanzari mobexpert baia mare","yes","5","consultant","vanzari","","1.000","0.000","1.000","help","role_head:consultant|domain_modifier:vanzari"
"5832","Specialist management deplasări, secretariat, registratură","Specialist management deplasări, secretariat, registratură","specialist management deplasari secretariat registratura","no","5","specialist","","","0.920","0.000","0.920","help","role_head:specialist"
"5833","QUALITY PLANNING ENGINER","QUALITY PLANNING ENGINER","quality planning enginer","no","3","enginer","quality|planning","","1.000","0.000","1.000","help","role_head:enginer|domain_modifier:quality|domain_modifier:planning"
"5834","Inginer proiectant instalații","Inginer proiectant instalații","inginer proiectant instalatii","no","3","inginer","","","0.960","0.000","0.960","help","role_head:inginer"
"5835","Customer Agent with English and Irish understanding","Customer Agent with English and Irish understanding","customer agent with english and irish understanding","no","7","agent","","","0.820","0.000","0.820","help","role_head:agent"
"5836","Asistent Medical Generalist Sectie Chirurgie generală","Asistent Medical Generalist Sectie Chirurgie generală","asistent medical generalist sectie chirurgie generala","no","6","asistent","","","0.800","0.000","0.800","help","role_head:asistent"
"5837","Asistent Manager Flota & Administrativ","Asistent Manager Flota & Administrativ","asistent manager flota administrativ","no","4","manager|asistent|asistent manager","","","1.000","0.000","1.000","help","role_head:manager|role_head:asistent|role_phrase:asistent manager"
