role_head,alias,note
gauger,mõõtja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
gemmologist,gemolog,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
gemmologist,drágakőszakértő,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
grader,osztályozó,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
grader,liigitaja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
graphologist,grafolog,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
graphologist,grafológus,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
graphologist,grafoloog,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
greaser,gresor,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
greaser,zsírozó,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
greaser,määrija,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
groomer,kutyakozmetikus,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
guard,gardian,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
guardian,gyám,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
guardian,eestkostja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
handler,manipulant,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
handler,käsitseja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
hawker,rändkaupmees,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
headteacher,koolijuht,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
helmsman,cârmaci,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
helmsman,kormányos,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
helmsman,tüürimees,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
host,házigazda,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
hostess,háziasszony,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
housekeeper,menajeră,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
housekeeper,házvezetőnő,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
housekeeper,majapidaja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
hunter,vânător,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
hunter,vadász,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
hunter,kütt,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
interviewer,intervievator,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
interviewer,interjúkészítő,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
interviewer,intervjueerija,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
ironer,călcător,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
ironer,vasaló,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
ironer,triikija,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
ironworker,vasmunkás,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
ironworker,rauasepp,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
jeweller,ékszerész,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
jeweller,juveliir,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
knitter,tricotator,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
landscaper,peisagist,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
landscaper,maastikukujundaja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
lawyer,jurist,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
lecturer,előadó,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
lecturer,lektor,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
librarian,bibliotecar,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
librarian,könyvtáros,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
librarian,raamatukoguhoidja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
linguist,nyelvész,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
lyricist,textier,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
lyricist,dalszövegíró,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
machinist,mașinist,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
machinist,gépész,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
maintainer,întreținător,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
maintainer,karbantartó,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
maintainer,hooldustöötaja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
maker,fabricator,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
maker,készítő,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
maker,valmistaja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
manicurist,manichiurist,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
manicurist,manikűrös,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
manicurist,maniküürija,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
marker,marcator,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
marker,jelölő,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
marker,märgistaja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
mediator,közvetítő,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
mediator,lepitaja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
merchandiser,árukihelyező,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
merchandiser,kaubapaigutaja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
metallurgist,metalurgist,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
metallurgist,kohász,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
metallurgist,metallurg,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
miller,morar,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
miller,malmos,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
miller,veskimees,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
milliner,pălărier,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
milliner,kalapos,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
milliner,kübarsepp,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
minder,supraveghetor,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
minder,vigyázó,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
mineralogist,mineralog,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
mineralogist,mineralógus,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
mixer,keverő,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
mixer,segaja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
monk,călugăr,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
monk,szerzetes,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
monk,munk,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
moulder,formator,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
moulder,formázó,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
moulder,vormija,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
mouldmaker,öntőformakészítő,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
mouldmaker,vormimeister,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
mover,költöztető,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
mover,kolija,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
nun,călugăriță,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
nun,apáca,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
nun,nunn,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
nurse,ápoló,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
nurse,õde,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
nutritionist,toitumisnõustaja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
oenologist,oenolog,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
oenologist,borász,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
oenologist,veiniteadlane,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
optician,optikus,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
optician,optik,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
painter,pictor,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
painter,festő,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
painter,maalija,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
palaeontologist,paleontolog,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
palaeontologist,paleontológus,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
palaeontologist,paleontoloog,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
patternmaker,șablonist,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
patternmaker,mintakészítő,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
patternmaker,mustrimeister,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
pawnbroker,zălogar,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
pedicurist,pedichiurist,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
pedicurist,pedikűrös,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
pedicurist,pediküürija,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
pharmacist,gyógyszerész,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
pharmacist,farmacist,Manual promotion 2026-08-31: Romanian exact role-head equivalent from bottom-500 classifier audit.
pharmacist,proviisor,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
phlebotomist,flebotomist,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
photojournalist,fotoreporter,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
photojournalist,fotóriporter,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
photojournalist,fotoajakirjanik,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
physiotherapist,fizioterapeut,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
physiotherapist,gyógytornász,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
physiotherapist,füsioterapeut,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
picker,selector,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
picker,válogató,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
picker,korjaja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
planner,planeerija,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
plasterer,krohvik,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
plumber,vízszerelő,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
plumber,torulukksepp,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
podiatrist,podológus,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
podiatrist,podoloog,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
polisher,lustruitor,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
polisher,poleerija,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
porter,hamal,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
porter,hordár,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
porter,kandja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
potter,olar,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
potter,fazekas,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
potter,pottsepp,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
practitioner,practician,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
practitioner,praktiseerija,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
practitioner,praktik,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
presenter,prezentator,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
presenter,műsorvezető,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
presenter,saatejuht,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
printer,tipograf,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
printer,nyomdász,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
printer,trükkija,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
processor,procesor,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
processor,feldolgozó,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
processor,töötleja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
producer,producător,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
producer,tootja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
projectionist,proiecționist,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
projectionist,kinoprojektsionist,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
promoter,promotor,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
prompter,sufleur,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
prompter,súgó,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
prompter,suflöör,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
proofreader,corector,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
proofreader,korrektor,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
prosecutor,procuror,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
prosecutor,ügyész,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
prosecutor,prokurör,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
prototyper,prototipist,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
prototyper,prototípusgyártó,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
puppeteer,păpușar,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
puppeteer,bábművész,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
purchaser,achizitor,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
purchaser,beszerző,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
purchaser,hankija,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
radiographer,röntgenfelvételkészítő,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
registrar,registrator,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
registrar,anyakönyvvezető,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
repairer,remondimees,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
reporter,riporter,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
rigger,kötélzetkezelő,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
riveter,nituitor,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
riveter,szegecselő,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
riveter,neetija,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
roaster,prăjitor,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
roaster,pörkölő,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
roaster,röstija,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
roofer,acoperișar,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
roofer,tetőfedő,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
roofer,katusepanija,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
rustproofer,deruginator,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
rustproofer,rozsdamentesítő,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
sailor,madrus,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
scaffolder,schelar,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
scaffolder,állványozó,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
scheduler,ütemező,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
scientist,tudós,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
sculptor,szobrász,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
sculptor,skulptor,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
seaman,meremees,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
shipbroker,hajóügynök,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
shipbroker,laevamaakler,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
shoemaker,cizmar,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
shoemaker,cipész,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
shoemaker,kingsepp,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
shopper,vásárló,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
shotfirer,robbantó,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
shotfirer,lõhkaja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
shunter,manevrist,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
shunter,tolató,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
shunter,manööverdaja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
singer,cântăreț,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
singer,énekes,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
singer,laulja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
sitter,gyermekfelügyelő,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
skipper,comandant,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
skipper,laevajuht,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
smith,fierar,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
smith,kovács,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
solderer,forrasztó,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
solderer,jootja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
sophrologist,szofrológus,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
sophrologist,sophroloog,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
specialist,szakember,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
speechwriter,beszédíró,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
speechwriter,kõnekirjutaja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
steward,stjuuard,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
stylist,stilist,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
subtitler,subtitrator,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
subtitler,feliratozó,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
subtitler,subtiitritegija,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
tailor,rätsep,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
tanner,tăbăcar,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
tanner,cserző,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
taxidermist,preparator,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
taxidermist,kitömő,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
taxidermist,taksidermist,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
teacher,profesor,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
teller,kassapidaja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
tender,gondozó,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
toymaker,játékkészítő,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
trader,kaupleja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
transcriptionist,transcriptor,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
transcriptionist,leíró,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
transcriptionist,transkribeerija,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
transporter,transportator,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
transporter,szállító,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
transporter,transportija,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
treasurer,trezorier,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
treasurer,pénztárnok,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
treasurer,varahoidja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
turner,strungar,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
turner,esztergályos,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
turner,treial,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
tutor,magántanár,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
tutor,juhendaja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
typesetter,culegător,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
typesetter,szedő,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
typesetter,laduja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
typist,dactilograf,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
typist,gépíró,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
typist,masinakirjutaja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
usher,ușier,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
usher,teremőr,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
usher,saaliteenindaja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
valuer,valuator,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
vendor,árus,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
verger,templomszolga,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
verger,kirikuteenija,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
waitress,ospătară,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
waitress,pincérnő,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
waitress,ettekandja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
watchmaker,ceasornicar,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
watchmaker,kellassepp,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
weaver,țesător,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
weaver,szövő,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
webmaster,veebihaldur,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
woodcarver,faszobrász,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
woodcarver,puidunikerdaja,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
woodturner,faesztergályos,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
woodturner,puidutreial,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
worker,muncitor,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
